Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Mileage(kmpl),Engine(CC),Power(bhp),Car_Age(Years),Price(in Lakhs),Brand,Model
Honda Civic 2006-2010 1.8 V AT,Bangalore,2011,72000,Petrol,Automatic,Second,5,12.9,1799.0,130.0,14,5.5,Honda,Civic 2006-2010
Hyundai Creta 1.6 SX Plus Diesel,Pune,2017,44865,Diesel,Manual,First,5,19.67,1582.0,126.2,8,13.35,Hyundai,Creta 1.6
Audi A3 35 TDI Technology,Delhi,2017,22000,Diesel,Automatic,Second,5,20.38,1968.0,143.0,8,22.5,Audi,A3 35
Hyundai Verna VTVT 1.6 SX Option,Delhi,2013,57478,Petrol,Manual,Second,5,17.0,1591.0,121.3,12,5.25,Hyundai,Verna VTVT
Hyundai i20 1.4 CRDi Magna,Hyderabad,2011,75000,Diesel,Manual,First,5,21.9,1396.0,90.0,14,3.75,Hyundai,i20 1.4
Honda Mobilio S i DTEC,Kochi,2015,50624,Diesel,Manual,First,7,24.2,1498.0,98.6,10,6.32,Honda,Mobilio S
Hyundai Verna 1.6 SX CRDI (O) AT,Bangalore,2018,75000,Diesel,Automatic,First,5,22.32,1582.0,126.32,7,7.75,Hyundai,Verna 1.6
Ford Fiesta 1.6 ZXI Duratec,Chennai,2006,87000,Petrol,Manual,Second,5,15.3,1596.0,101.0,19,1.37,Ford,Fiesta 1.6
Hyundai i10 Sportz 1.2,Mumbai,2010,62000,Petrol,Manual,First,5,20.36,1197.0,78.9,15,2.1,Hyundai,i10 Sportz
Maruti Vitara Brezza ZDi,Hyderabad,2016,41372,Diesel,Manual,First,5,24.3,1248.0,88.5,9,9.3,Maruti,Vitara Brezza
Toyota Innova 2.5 VX (Diesel) 7 Seater,Ahmedabad,2015,70000,Diesel,Manual,First,7,12.99,2494.0,100.6,10,12.0,Toyota,Innova 2.5
Mercedes-Benz GLA Class 200 d Sport,Pune,2017,35000,Diesel,Automatic,First,5,17.9,2143.0,136.0,8,23.5,Mercedes-Benz,GLA Class
Maruti Alto LXi BSIII,Hyderabad,2006,71993,Petrol,Manual,First,5,19.7,796.0,46.3,19,1.8,Maruti,Alto LXi
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Chennai,2013,62000,Diesel,Automatic,Second,5,14.84,2143.0,170.0,12,12.5,Mercedes-Benz,New C-Class
Maruti Swift LDI,Delhi,2015,51000,Diesel,Manual,First,5,22.9,1248.0,74.0,10,4.74,Maruti,Swift LDI
Hyundai Grand i10 Sportz,Kochi,2016,26038,Petrol,Manual,First,5,18.9,1197.0,82.0,9,5.43,Hyundai,Grand i10
Toyota Fortuner 4x4 AT,Kochi,2018,37713,Diesel,Automatic,Second,7,12.55,2982.0,168.5,7,31.62,Toyota,Fortuner 4x4
Toyota Innova 2.0 GX 8 STR,Kolkata,2011,78088,Petrol,Manual,First,8,12.4,1998.0,132.0,14,6.3,Toyota,Innova 2.0
Ford EcoSport 1.5 TDCi Titanium,Kochi,2017,30453,Diesel,Manual,First,5,22.77,1498.0,98.59,8,8.45,Ford,EcoSport 1.5
Ford Figo 1.2P Titanium MT,Pune,2016,54000,Petrol,Manual,First,5,18.16,1196.0,86.8,9,5.0,Ford,Figo 1.2P
Toyota Fortuner 3.0 Diesel,Chennai,2011,190000,Diesel,Manual,First,7,11.5,2982.0,171.0,14,13.0,Toyota,Fortuner 3.0
Maruti Swift Dzire VXI,Hyderabad,2012,65097,Petrol,Manual,First,5,19.1,1197.0,85.8,13,4.7,Maruti,Swift Dzire
BMW 7 Series 740Li,Coimbatore,2018,28060,Petrol,Automatic,First,5,12.05,2979.0,320.0,7,93.67,BMW,7 Series
Skoda Superb 1.8 TSI MT,Pune,2012,282000,Petrol,Manual,First,5,13.14,1798.0,160.0,13,3.3,Skoda,Superb 1.8
Maruti Wagon R LXI Minor,Jaipur,2009,111000,Petrol,Manual,Second,5,18.9,1061.0,67.0,16,1.51,Maruti,Wagon R
Renault Duster 110PS Diesel RxZ,Kochi,2013,63295,Diesel,Manual,First,5,19.01,1461.0,108.45,12,6.09,Renault,Duster 110PS
Maruti Ciaz VXi Plus,Mumbai,2015,35770,Petrol,Manual,First,5,20.73,1373.0,91.1,10,5.95,Maruti,Ciaz VXi
Hyundai Elantra CRDi SX,Hyderabad,2012,125928,Diesel,Manual,First,5,22.7,1582.0,126.24,13,9.0,Hyundai,Elantra CRDi
Skoda Rapid 1.5 TDI AT Elegance,Kolkata,2015,45000,Diesel,Automatic,First,5,21.66,1498.0,103.52,10,4.25,Skoda,Rapid 1.5
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Hyderabad,2013,21000,Diesel,Automatic,First,5,14.84,2143.0,170.0,12,23.5,Mercedes-Benz,New C-Class
Honda Accord 2.4 A/T,Mumbai,2011,54774,Petrol,Automatic,First,5,11.7,2354.0,177.6,14,6.35,Honda,Accord 2.4
Maruti Celerio VXI,Chennai,2014,41123,Petrol,Manual,First,5,23.1,998.0,67.04,11,3.4,Maruti,Celerio VXI
BMW 7 Series 740Li,Bangalore,2017,17465,Petrol,Automatic,First,5,12.05,2979.0,320.0,8,93.0,BMW,7 Series
BMW 3 Series 320d Sport,Chennai,2014,48000,Diesel,Automatic,First,5,22.69,1995.0,190.0,11,21.6,BMW,3 Series
Volkswagen Vento Diesel Trendline,Chennai,2011,173000,Diesel,Manual,First,5,20.54,1598.0,103.6,14,4.0,Volkswagen,Vento Diesel
Maruti Swift Dzire Tour LDI,Pune,2018,12000,Diesel,Manual,First,5,23.4,1248.0,74.0,7,5.5,Maruti,Swift Dzire
Land Rover Freelander 2 SE,Mumbai,2012,34000,Diesel,Automatic,First,5,12.39,2179.0,147.51,13,19.25,Land,Rover Freelander
Hyundai i20 1.4 CRDi Magna,Hyderabad,2012,71360,Diesel,Manual,First,5,21.9,1396.0,90.0,13,3.95,Hyundai,i20 1.4
Maruti Dzire VDI,Mumbai,2012,74000,Diesel,Manual,Second,5,28.4,1248.0,73.75,13,4.25,Maruti,Dzire VDI
Jeep Compass 2.0 Longitude,Kochi,2018,28937,Diesel,Manual,First,5,17.1,1956.0,170.0,7,17.02,Jeep,Compass 2.0
Maruti Ertiga VDI,Hyderabad,2012,82085,Diesel,Manual,First,7,20.77,1248.0,88.76,13,6.5,Maruti,Ertiga VDI
Ford Figo Petrol ZXI,Bangalore,2011,68465,Petrol,Manual,First,5,15.6,1196.0,70.0,14,2.95,Ford,Figo Petrol
Toyota Corolla Altis 1.4 DG,Coimbatore,2013,63854,Diesel,Manual,First,5,21.43,1364.0,86.79,12,7.12,Toyota,Corolla Altis
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Chennai,2018,3000,Diesel,Automatic,First,5,24.3,1248.0,88.5,7,11.25,Maruti,Vitara Brezza
Honda City 1.5 S MT,Delhi,2009,65055,Petrol,Manual,First,5,17.0,1497.0,118.0,16,2.75,Honda,City 1.5
Mahindra Scorpio S10 4WD,Hyderabad,2015,120000,Diesel,Manual,First,7,15.4,2179.0,120.0,10,12.0,Mahindra,Scorpio S10
Hyundai Xcent 1.2 VTVT SX,Mumbai,2014,64241,Petrol,Manual,First,5,20.14,1197.0,81.86,11,3.67,Hyundai,Xcent 1.2
Mercedes-Benz E-Class 220 CDI,Pune,2001,121000,Diesel,Manual,First,5,15.0,2148.0,0.0,24,5.0,Mercedes-Benz,E-Class 220
Mahindra Renault Logan 1.4 GLX Petrol,Pune,2008,2200,Petrol,Manual,First,5,15.7,1390.0,75.0,17,2.3,Mahindra,Renault Logan
Skoda Octavia 1.9 TDI,Pune,2008,88123,Diesel,Manual,First,5,18.7,1896.0,66.0,17,2.2,Skoda,Octavia 1.9
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2014,79000,Diesel,Automatic,First,7,12.0,2987.0,224.0,11,41.0,Mercedes-Benz,GL-Class 2007
BMW X1 sDrive 20d xLine,Bangalore,2016,28143,Diesel,Automatic,First,5,20.68,1995.0,190.0,9,28.5,BMW,X1 sDrive
Volkswagen Vento 2013-2015 1.6 Comfortline,Mumbai,2015,23001,Petrol,Manual,First,5,15.04,1598.0,103.2,10,5.49,Volkswagen,Vento 2013-2015
Audi A4 2.0 TDI,Ahmedabad,2013,82002,Diesel,Automatic,Second,5,16.55,1968.0,147.51,12,17.5,Audi,A4 2.0
Ford Ikon 1.4 TDCi DuraTorq,Bangalore,2009,75000,Diesel,Manual,First,5,13.8,1399.0,68.0,16,1.99,Ford,Ikon 1.4
Hyundai Verna 1.6 CRDi EX MT,Kochi,2016,37451,Diesel,Manual,First,5,22.32,1582.0,126.3,9,6.64,Hyundai,Verna 1.6
Toyota Innova Crysta 2.4 VX MT,Hyderabad,2017,67000,Diesel,Manual,First,7,13.68,2393.0,147.8,8,16.5,Toyota,Innova Crysta
Hyundai Grand i10 Asta Option,Pune,2016,25000,Petrol,Manual,First,5,18.9,1197.0,82.0,9,5.0,Hyundai,Grand i10
Volkswagen Ameo 1.2 MPI Comfortline,Mumbai,2017,12000,Petrol,Manual,First,5,17.0,1198.0,73.75,8,5.4,Volkswagen,Ameo 1.2
Renault KWID RXT,Kolkata,2017,25000,Petrol,Manual,First,5,25.17,799.0,53.3,8,2.99,Renault,KWID RXT
Honda City 1.5 S MT,Jaipur,2011,95936,Petrol,Manual,First,5,17.0,1497.0,118.0,14,4.1,Honda,City 1.5
Hyundai Grand i10 1.2 Kappa Magna AT,Kochi,2018,5354,Petrol,Automatic,First,5,18.9,1197.0,81.86,7,6.76,Hyundai,Grand i10
Volkswagen Polo 1.0 MPI Comfortline,Chennai,2016,42000,Petrol,Manual,Second,5,18.78,999.0,75.0,9,5.5,Volkswagen,Polo 1.0
Maruti Swift VDI BSIV,Coimbatore,2014,44282,Diesel,Manual,First,5,25.2,1248.0,74.0,11,5.99,Maruti,Swift VDI
Nissan Sunny 2011-2014 Diesel XV,Delhi,2012,70000,Diesel,Manual,First,5,21.64,1461.0,84.8,13,2.59,Nissan,Sunny 2011-2014
Jaguar XF 2.2 Litre Luxury,Mumbai,2013,31400,Diesel,Automatic,First,5,16.36,2179.0,187.7,12,26.75,Jaguar,XF 2.2
Maruti Ciaz ZDi SHVS,Pune,2016,50000,Diesel,Manual,First,5,28.09,1248.0,88.5,9,8.5,Maruti,Ciaz ZDi
Audi Q5 2008-2012 2.0 TDI,Bangalore,2011,53000,Diesel,Automatic,First,5,12.8,1968.0,167.6,14,23.0,Audi,Q5 2008-2012
Ford Figo Petrol ZXI,Pune,2014,21727,Petrol,Manual,First,5,15.6,1196.0,70.02,11,3.35,Ford,Figo Petrol
Hyundai Santa Fe 4x4 AT,Bangalore,2012,43000,Diesel,Automatic,Second,7,11.72,2199.0,194.3,13,10.75,Hyundai,Santa Fe
Mahindra Scorpio VLX 2WD AIRBAG BSIV,Kolkata,2013,75000,Diesel,Manual,First,8,12.05,2179.0,120.0,12,6.29,Mahindra,Scorpio VLX
Renault Duster 110PS Diesel RxL,Bangalore,2014,73557,Diesel,Manual,First,5,19.6,1461.0,108.45,11,7.75,Renault,Duster 110PS
Audi A4 New 2.0 TDI Multitronic,Delhi,2012,44555,Diesel,Automatic,First,5,15.2,1968.0,140.8,13,13.5,Audi,A4 New
Maruti Eeco 7 Seater Standard,Coimbatore,2013,54885,Petrol,Manual,First,7,15.1,1196.0,73.0,12,3.75,Maruti,Eeco 7
Mahindra Xylo E4,Mumbai,2011,76000,Diesel,Manual,Second,7,14.0,2498.0,112.0,14,3.75,Mahindra,Xylo E4
Maruti Wagon R LXI,Jaipur,2006,101000,Petrol,Manual,Second,5,18.9,998.0,67.1,19,1.5,Maruti,Wagon R
Maruti Wagon R LXI BSIII,Chennai,2005,66000,Petrol,Manual,First,5,14.0,1061.0,64.0,20,1.45,Maruti,Wagon R
Maruti SX4 ZXI MT BSIV,Coimbatore,2013,84360,Petrol,Manual,First,5,15.5,1586.0,103.3,12,4.12,Maruti,SX4 ZXI
Toyota Innova Crysta 2.4 VX MT,Mumbai,2016,25121,Diesel,Manual,First,7,13.68,2393.0,147.8,9,17.11,Toyota,Innova Crysta
Toyota Innova 2.5 G (Diesel) 7 Seater,Pune,2015,100000,Diesel,Manual,Second,7,12.99,2494.0,100.6,10,10.25,Toyota,Innova 2.5
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,66035,Diesel,Manual,First,5,22.07,1199.0,73.9,14,2.49,Volkswagen,Polo Diesel
Toyota Etios G,Pune,2015,190000,Petrol,Manual,Second,5,16.78,1496.0,88.73,10,3.85,Toyota,Etios G
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,85670,Diesel,Manual,First,5,22.7,1498.0,89.84,11,6.25,Ford,Ecosport 1.5
Hyundai Grand i10 CRDi Magna,Hyderabad,2015,35000,Diesel,Manual,First,5,24.0,1120.0,70.0,10,4.88,Hyundai,Grand i10
Honda City i VTEC CVT SV,Mumbai,2016,8000,Petrol,Automatic,First,5,18.0,1497.0,117.3,9,9.45,Honda,City i
Toyota Innova 2.5 G3,Hyderabad,2007,162000,Diesel,Manual,Second,8,12.8,2494.0,102.0,18,4.8,Toyota,Innova 2.5
Hyundai EON Era Plus,Kolkata,2012,60000,Petrol,Manual,First,5,21.1,814.0,55.2,13,1.99,Hyundai,EON Era
Hyundai i10 Magna 1.2,Hyderabad,2010,70600,Petrol,Manual,First,5,20.36,1197.0,78.9,15,2.8,Hyundai,i10 Magna
Mercedes-Benz E-Class 2009-2013 E 200 CGI Elegance,Bangalore,2011,25000,Petrol,Automatic,Second,5,12.3,1796.0,185.0,14,22.0,Mercedes-Benz,E-Class 2009-2013
Mahindra Bolero SLE,Hyderabad,2012,75000,Diesel,Manual,First,7,15.96,2523.0,62.1,13,4.3,Mahindra,Bolero SLE
Skoda Laura Ambition 2.0 TDI CR AT,Coimbatore,2014,85071,Diesel,Automatic,First,5,20.0,1968.0,138.1,11,9.75,Skoda,Laura Ambition
Maruti Swift ZXI,Ahmedabad,2015,40000,Petrol,Manual,First,5,20.4,1197.0,81.8,10,5.9,Maruti,Swift ZXI
Audi A4 2.0 TDI,Delhi,2013,67000,Diesel,Automatic,First,5,16.55,1968.0,147.51,12,14.5,Audi,A4 2.0
Ford Fiesta 1.4 SXi TDCi ABS,Hyderabad,2009,55000,Diesel,Manual,Second,5,17.8,1399.0,68.0,16,2.4,Ford,Fiesta 1.4
Maruti SX4 Vxi BSIII,Mumbai,2008,62000,Petrol,Manual,Second,5,15.0,1586.0,104.68,17,2.11,Maruti,SX4 Vxi
Hyundai Grand i10 AT Asta,Coimbatore,2017,22526,Petrol,Automatic,First,5,18.9,1197.0,82.0,8,7.6,Hyundai,Grand i10
Maruti Ritz AT,Hyderabad,2012,57788,Petrol,Automatic,First,5,17.16,1197.0,85.8,13,3.6,Maruti,Ritz AT
Mahindra Scorpio 2.6 CRDe,Jaipur,2013,72000,Diesel,Manual,First,8,10.5,2179.0,120.0,12,6.0,Mahindra,Scorpio 2.6
Mahindra Scorpio S4 7 Seater,Mumbai,2014,83128,Diesel,Manual,First,7,15.4,2179.0,120.0,11,7.45,Mahindra,Scorpio S4
Maruti Alto LXi,Chennai,2011,75000,Petrol,Manual,First,5,19.7,796.0,46.3,14,2.1,Maruti,Alto LXi
Renault Duster 110PS Diesel RxZ,Ahmedabad,2013,58000,Diesel,Manual,Second,5,19.01,1461.0,108.45,12,5.2,Renault,Duster 110PS
Mahindra Jeep MM 550 PE,Hyderabad,2009,26000,Diesel,Manual,First,6,0.0,2498.0,0.0,16,6.99,Mahindra,Jeep MM
Maruti Ignis 1.2 Alpha,Mumbai,2017,1000,Petrol,Manual,First,5,20.89,1197.0,81.8,8,6.36,Maruti,Ignis 1.2
Toyota Innova 2.5 ZX Diesel 7 Seater,Kochi,2015,59751,Diesel,Manual,First,7,12.99,2494.0,100.6,10,11.62,Toyota,Innova 2.5
BMW 7 Series 730Ld Eminence,Kochi,2015,29966,Diesel,Automatic,Second,5,16.77,2993.0,261.49,10,43.6,BMW,7 Series
Hyundai Sonata Embera 2.0L CRDi MT,Kolkata,2009,65000,Diesel,Manual,Second,5,13.6,1991.0,142.0,16,4.9,Hyundai,Sonata Embera
Renault Duster Adventure Edition,Kochi,2015,75863,Diesel,Manual,First,5,19.01,1461.0,108.45,10,6.7,Renault,Duster Adventure
Maruti Wagon R CNG LXI,Mumbai,2013,54000,CNG,Manual,First,5,33.54,998.0,67.04,12,3.05,Maruti,Wagon R
Audi A4 2.0 TDI 177 Bhp Technology Edition,Bangalore,2014,24000,Diesel,Automatic,First,5,17.11,1968.0,174.33,11,25.0,Audi,A4 2.0
Jeep Compass 2.0 Longitude,Coimbatore,2018,33218,Diesel,Manual,First,5,17.1,1956.0,170.0,7,19.05,Jeep,Compass 2.0
Hyundai Verna 1.4 VTVT,Kolkata,2015,33425,Petrol,Manual,First,5,17.43,1396.0,105.5,10,4.5,Hyundai,Verna 1.4
Honda Amaze VX i-Vtech,Pune,2013,47000,Petrol,Manual,First,5,18.0,1198.0,86.7,12,4.15,Honda,Amaze VX
Hyundai Creta 1.6 CRDi SX Option,Chennai,2015,41000,Diesel,Manual,First,5,19.67,1582.0,126.2,10,11.9,Hyundai,Creta 1.6
Hyundai i10 Magna 1.1,Delhi,2011,62000,Petrol,Manual,First,5,19.81,1086.0,68.05,14,2.1,Hyundai,i10 Magna
Mahindra TUV 300 T8,Delhi,2016,47035,Diesel,Manual,First,7,18.49,1493.0,100.0,9,6.95,Mahindra,TUV 300
Maruti Swift Dzire VXi,Pune,2008,56230,Petrol,Manual,Second,5,17.5,1298.0,85.8,17,2.4,Maruti,Swift Dzire
Hyundai Accent GLE 1,Chennai,2007,55000,Petrol,Manual,First,5,13.2,1495.0,94.0,18,2.65,Hyundai,Accent GLE
Mahindra XUV500 W8 2WD,Jaipur,2014,70669,Diesel,Manual,First,7,15.1,2179.0,140.0,11,9.0,Mahindra,XUV500 W8
Maruti Alto K10 2010-2014 VXI,Pune,2012,69000,Petrol,Manual,First,5,20.92,998.0,67.1,13,2.1,Maruti,Alto K10
Chevrolet Beat LT,Pune,2011,65000,Petrol,Manual,Second,5,18.6,1199.0,79.4,14,2.5,Chevrolet,Beat LT
Audi A6 2.7 TDI,Mumbai,2009,30000,Diesel,Automatic,First,5,12.4,2698.0,179.5,16,8.95,Audi,A6 2.7
Mini Cooper 5 DOOR D,Hyderabad,2017,2000,Diesel,Automatic,First,5,20.7,1496.0,113.98,8,34.0,Mini,Cooper 5
Maruti Swift 1.3 LXI,Pune,2011,24255,Petrol,Manual,First,5,16.1,1616.57,110.75,14,3.15,Maruti,Swift 1.3
Tata Zest Revotron 1.2T XMS,Chennai,2015,40000,Petrol,Manual,First,5,17.57,1193.0,88.7,10,4.0,Tata,Zest Revotron
Honda City i DTEC SV,Kolkata,2014,40000,Diesel,Manual,First,5,26.0,1498.0,98.6,11,4.45,Honda,City i
Chevrolet Beat LT,Jaipur,2010,26000,Petrol,Manual,First,5,18.6,1199.0,79.4,15,1.5,Chevrolet,Beat LT
Audi A4 2.0 TDI Multitronic,Jaipur,2011,105000,Diesel,Automatic,Second,5,16.55,1968.0,140.0,14,14.5,Audi,A4 2.0
Ford Aspire Titanium Plus Diesel,Kolkata,2015,2800,Diesel,Manual,First,5,26.1,1498.0,99.0,10,8.41,Ford,Aspire Titanium
Hyundai Verna SX CRDi AT,Mumbai,2014,71000,Diesel,Automatic,Second,5,19.08,1582.0,126.32,11,5.45,Hyundai,Verna SX
Honda City i VTEC CVT VX,Mumbai,2015,32896,Petrol,Automatic,First,5,18.0,1497.0,117.3,10,8.9,Honda,City i
Hyundai i10 Sportz 1.2,Hyderabad,2012,45000,Petrol,Manual,First,5,20.36,1197.0,78.9,13,3.65,Hyundai,i10 Sportz
BMW X3 xDrive20d Expedition,Bangalore,2015,65000,Diesel,Automatic,Second,5,18.56,1995.0,190.0,10,29.0,BMW,X3 xDrive20d
Audi A4 2.0 TDI,Mumbai,2013,45200,Diesel,Automatic,First,5,16.55,1968.0,147.51,12,13.5,Audi,A4 2.0
Honda CR-V 2.4 AT,Hyderabad,2008,82167,Petrol,Automatic,First,5,10.1,2354.0,152.0,17,5.4,Honda,CR-V 2.4
Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2016,37429,Petrol,Manual,First,5,18.9,1197.0,81.86,9,5.89,Hyundai,Grand i10
Maruti Ciaz ZDi Plus SHVS,Hyderabad,2016,46000,Diesel,Manual,First,5,28.09,1248.0,88.5,9,8.45,Maruti,Ciaz ZDi
Honda City i-VTEC V,Delhi,2011,67031,Petrol,Manual,First,5,17.4,1497.0,117.3,14,4.0,Honda,City i-VTEC
BMW 6 Series 640d Coupe,Mumbai,2013,30000,Diesel,Automatic,First,4,9.52,2993.0,313.0,12,45.0,BMW,6 Series
Maruti Celerio VXI AMT,Mumbai,2016,47691,Petrol,Automatic,First,5,23.1,998.0,67.04,9,3.94,Maruti,Celerio VXI
Renault Koleos 2.0 Diesel,Jaipur,2011,32531,Diesel,Automatic,Second,5,13.73,1995.0,148.0,14,8.0,Renault,Koleos 2.0
Ford Figo Diesel ZXI,Hyderabad,2013,71336,Diesel,Manual,First,5,20.0,1399.0,68.0,12,4.1,Ford,Figo Diesel
Toyota Innova 2.5 V Diesel 7-seater,Chennai,2006,196000,Diesel,Manual,First,7,12.8,2494.0,102.0,19,6.25,Toyota,Innova 2.5
Maruti Dzire VDI,Kolkata,2015,28193,Diesel,Manual,First,5,28.4,1248.0,73.75,10,5.25,Maruti,Dzire VDI
Mercedes-Benz SLC 43 AMG,Coimbatore,2019,2526,Petrol,Automatic,First,2,19.0,2996.0,362.07,6,83.96,Mercedes-Benz,SLC 43
Hyundai Santro LP zipPlus,Coimbatore,2004,52146,Petrol,Manual,First,5,0.0,1616.57,110.75,21,1.93,Hyundai,Santro LP
Mercedes-Benz E-Class E 220 d,Hyderabad,2013,85000,Diesel,Automatic,First,5,16.1,1950.0,194.0,12,21.0,Mercedes-Benz,E-Class E
Hyundai Grand i10 1.2 Kappa Sportz,Ahmedabad,2015,20780,Petrol,Manual,First,5,18.9,1197.0,81.86,10,4.3,Hyundai,Grand i10
Honda Mobilio S i VTEC,Mumbai,2014,43081,Petrol,Manual,First,7,17.3,1497.0,117.3,11,5.25,Honda,Mobilio S
Porsche Cayenne Turbo S,Mumbai,2010,35000,Petrol,Automatic,Second,5,11.9,4806.0,550.0,15,32.0,Porsche,Cayenne Turbo
Mahindra Quanto C8,Kolkata,2013,36000,Diesel,Manual,First,7,17.21,1493.0,100.0,12,3.9,Mahindra,Quanto C8
Toyota Corolla H5,Mumbai,2007,67000,Petrol,Manual,Third,5,13.4,1794.0,125.0,18,2.2,Toyota,Corolla H5
Mahindra KUV 100 mFALCON D75 K4,Mumbai,2016,34079,Diesel,Manual,First,6,25.32,1198.0,77.0,9,3.7,Mahindra,KUV 100
BMW 3 Series 2005-2011 325i Sedan,Coimbatore,2010,77849,Petrol,Automatic,Second,5,10.9,2497.0,215.0,15,11.27,BMW,3 Series
Maruti Alto 800 LXI,Jaipur,2013,86000,Petrol,Manual,First,5,22.74,796.0,47.3,12,2.41,Maruti,Alto 800
Audi Q3 35 TDI Quattro Premium,Pune,2015,110000,Diesel,Automatic,First,5,15.73,1968.0,174.33,10,19.0,Audi,Q3 35
Toyota Etios GD,Hyderabad,2015,116000,Diesel,Manual,Second,5,23.59,1364.0,67.05,10,5.8,Toyota,Etios GD
Mahindra XUV500 W8 2WD,Coimbatore,2016,41840,Diesel,Manual,First,7,15.1,2179.0,140.0,9,13.52,Mahindra,XUV500 W8
Toyota Fortuner 4x2 MT TRD Sportivo,Hyderabad,2015,19317,Diesel,Manual,First,7,13.0,2982.0,168.7,10,24.5,Toyota,Fortuner 4x2
Tata Indigo CS Emax CNG GLX,Pune,2014,41000,CNG,Manual,First,5,24.6,1193.0,55.23,11,3.25,Tata,Indigo CS
Mercedes-Benz GLE 250d,Kochi,2017,25601,Diesel,Automatic,First,5,17.9,2143.0,201.15,8,56.73,Mercedes-Benz,GLE 250d
Hyundai Creta 1.6 CRDi SX,Jaipur,2015,83950,Diesel,Manual,First,5,19.67,1582.0,126.2,10,9.95,Hyundai,Creta 1.6
Honda City 1.5 V AT,Pune,2012,60000,Petrol,Automatic,First,5,16.8,1497.0,118.0,13,5.5,Honda,City 1.5
Audi A4 35 TDI Premium,Hyderabad,2015,50000,Diesel,Automatic,First,5,17.11,1968.0,174.33,10,25.0,Audi,A4 35
Maruti Zen VXI,Kolkata,2009,37000,Petrol,Manual,First,5,17.3,993.0,60.0,16,1.0,Maruti,Zen VXI
Maruti Alto LXi,Hyderabad,2011,76976,Petrol,Manual,Second,5,19.7,796.0,46.3,14,2.15,Maruti,Alto LXi
Maruti Baleno Delta Automatic,Kochi,2018,21684,Petrol,Automatic,First,5,21.4,1197.0,83.1,7,7.89,Maruti,Baleno Delta
Mahindra XUV500 W10 2WD,Delhi,2015,62000,Diesel,Manual,First,7,16.0,2179.0,140.0,10,10.25,Mahindra,XUV500 W10
Ford Freestyle Titanium Petrol,Mumbai,2007,1261,Petrol,Manual,First,5,19.0,1194.0,94.68,18,6.0,Ford,Freestyle Titanium
Hyundai Elite i20 Asta Option,Coimbatore,2017,59450,Petrol,Manual,First,5,18.6,1197.0,81.86,8,7.53,Hyundai,Elite i20
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,24465,Diesel,Automatic,First,5,19.27,2143.0,167.62,7,39.45,Mercedes-Benz,New C-Class
Honda City i VTEC SV,Delhi,2014,55000,Petrol,Manual,First,5,17.8,1497.0,117.3,11,5.84,Honda,City i
Ford EcoSport 1.5 Ti VCT MT Titanium BE,Mumbai,2017,2000,Petrol,Manual,First,5,18.88,1499.0,110.4,8,8.65,Ford,EcoSport 1.5
Maruti Baleno Alpha 1.2,Kochi,2017,25040,Petrol,Manual,First,5,21.4,1197.0,83.1,8,7.74,Maruti,Baleno Alpha
Hyundai i10 Sportz,Bangalore,2008,84000,Petrol,Manual,First,5,20.36,1197.0,78.9,17,2.5,Hyundai,i10 Sportz
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Pune,2007,170428,Diesel,Manual,Second,8,12.8,2494.0,102.0,18,5.7,Toyota,Innova 2.5
Maruti Baleno Delta,Mumbai,2016,12573,Petrol,Manual,First,5,21.4,1197.0,83.1,9,5.8,Maruti,Baleno Delta
Audi Q7 3.0 TDI Quattro Technology,Hyderabad,2012,88000,Diesel,Automatic,First,7,12.07,2967.0,241.4,13,36.5,Audi,Q7 3.0
Hyundai Santa Fe 2WD AT,Delhi,2012,86000,Diesel,Automatic,Second,7,13.01,2199.0,194.3,13,9.5,Hyundai,Santa Fe
Hyundai Santro GLS I - Euro II,Coimbatore,2012,51019,Petrol,Manual,First,5,0.0,999.0,0.0,13,3.48,Hyundai,Santro GLS
Honda City 1.5 V MT Exclusive,Mumbai,2013,45000,Petrol,Manual,First,5,17.0,1497.0,118.0,12,4.55,Honda,City 1.5
Hyundai i20 1.4 CRDi Magna,Jaipur,2012,51000,Diesel,Manual,First,5,21.9,1396.0,90.0,13,3.9,Hyundai,i20 1.4
Mahindra Bolero SLE BSIII,Pune,2007,92000,Diesel,Manual,First,7,13.6,2523.0,63.0,18,2.7,Mahindra,Bolero SLE
Toyota Fortuner 2.8 2WD AT,Pune,2017,29000,Diesel,Automatic,First,7,12.9,2755.0,174.5,8,31.0,Toyota,Fortuner 2.8
BMW 3 Series 2005-2011 325i Sedan,Bangalore,2009,70521,Petrol,Automatic,Second,5,10.9,2497.0,215.0,16,10.3,BMW,3 Series
BMW 3 Series 320d Sedan,Kolkata,2010,51000,Diesel,Automatic,First,5,16.07,1995.0,181.0,15,7.75,BMW,3 Series
